Strong's #	,Grk/Heb	English	SVD	Text
H3449I	יִשִּׁיָּהוּ	Isshiah	يَشِّيَّا	"رجل يعيش في زمن السبي والعودة، مذكور فقط في عز ١٠:​ ٣١ § إشيا أو يشيا أو يشيا = ""الرب يقرض"" 1) قورحي، أحد محاربي داود الجبابرة الذين انضموا إليه في صقلغ 2) الخامس من 5 أبناء يزرعيا واحد رؤساء سبط يساكر في زمن داود 3) لاوي، الابن الثاني لعزيئيل وحفيد قهات 4) لاوي آخر ابن رحبيا 5) من نسل حاريم وله نسل زوجة أجنبية"
H3449J	יִשִּׁיָּהוּ	Isshiah	يَشِّيَّا	"رجل يعيش في زمن السبي والعودة، مذكور فقط في عز ١٠:​ ٣١ § إشيا أو يشيا أو يشيا = ""الرب يقرض"" 1) قورحي، أحد محاربي داود الجبابرة الذين انضموا إليه في صقلغ 2) الخامس من 5 أبناء يزرعيا واحد رؤساء سبط يساكر في زمن داود 3) لاوي، الابن الثاني لعزيئيل وحفيد قهات 4) لاوي آخر ابن رحبيا 5) من نسل حاريم وله نسل زوجة أجنبية"
H3449K	יִשִּׁיָּהוּ	Isshijah	يَشِّيَّا	"رجل يعيش في زمن السبي والعودة، مذكور فقط في عز ١٠:​ ٣١ § إشيا أو يشيا أو يشيا = ""الرب يقرض"" 1) قورحي، أحد محاربي داود الجبابرة الذين انضموا إليه في صقلغ 2) الخامس من 5 أبناء يزرعيا واحد رؤساء سبط يساكر في زمن داود 3) لاوي، الابن الثاني لعزيئيل وحفيد قهات 4) لاوي آخر ابن رحبيا 5) من نسل حاريم وله نسل زوجة أجنبية"
H3450 	יְשִׁימִאֵל	Jesimiel	يَسِيمِيئِيل	" رجل من سبط سمعان (؟) عاش في زمن الملكية المنقسمة، مذكور فقط في 1 أي ٤:​ ٣٦ § يسيميئيل = ""سيعين الله"" رئيسًا شمعونيًا لعائلة شمعي."
H3454 	יְשִׁישַׁי	Jeshishai	يَشِيشَاي	" رجل من سبط جاد عاش في زمن الملكية المنقسمة، ورد ذكره فقط في 1 أي ٥:​ ١٤؛ ابن: جحدو (H3163)؛ والد: ميخائيل (H4317I) § جيشيشاي = ""شيخي"" جادّي من جلعاد"
H3457 	יִשְׁמָא	Ishma	يَشْمَا	" رجل من سبط يهوذا يعيش في زمن مصر والبرية، مذكور فقط في ١ اخ ٤:٣؛ ابن: حور (ح٢٣٥٤)؛ شقيق: أوري (H0221)، شوبال (H7732H)، سلمى (H8007H)، حاريف (H2780)، يزرعيل (H3157ي)، إدباش (H3031)، هزللبوني (H6753)، فنوئيل (H6439H) وعازر (H5829) § إشما = ""الخراب"" يهودي ينحدر من حور"
H3458G	יִשְׁמָעֵאל	Ishmael	إِسْمَاعِيل	"رجل يعيش في زمن السبي والعودة، مذكور فقط في عز ١٠:​ ٢٢ § إسماعيل = ""الله يسمع"" 1) ابن إبراهيم وهاجر جارية سارة وجد الشعوب العربية 2) ابن نثنيا والقاتل لجدليا 3) بنياميني، أحد أبناء آصيل من نسل شاول من مريبعل أو مفيبوشث 4) يهودي، والد زبديا 5) يهودي ابن يوحانان وأحد القادة الذين ساعدوا يهوياداع في رد يوآش إلى الأرض. العرش 6) كاهن من عائلة فشحور مع زوجة أجنبية أجبرها عزرا على إبعادها"
H3458H	יִשְׁמָעֵאל	Ishmael	إِسْمَاعِيل	"رجل يعيش في زمن السبي والعودة، مذكور فقط في عز ١٠:​ ٢٢ § إسماعيل = ""الله يسمع"" 1) ابن إبراهيم وهاجر جارية سارة وجد الشعوب العربية 2) ابن نثنيا والقاتل لجدليا 3) بنياميني، أحد أبناء آصيل من نسل شاول من مريبعل أو مفيبوشث 4) يهودي، والد زبديا 5) يهودي ابن يوحانان وأحد القادة الذين ساعدوا يهوياداع في رد يوآش إلى الأرض. العرش 6) كاهن من عائلة فشحور مع زوجة أجنبية أجبرها عزرا على إبعادها"
H3458I	יִשְׁמָעֵאל	Ishmael	إِسْمَاعِيل	"رجل يعيش في زمن السبي والعودة، مذكور فقط في عز ١٠:​ ٢٢ § إسماعيل = ""الله يسمع"" 1) ابن إبراهيم وهاجر جارية سارة وجد الشعوب العربية 2) ابن نثنيا والقاتل لجدليا 3) بنياميني، أحد أبناء آصيل من نسل شاول من مريبعل أو مفيبوشث 4) يهودي، والد زبديا 5) يهودي ابن يوحانان وأحد القادة الذين ساعدوا يهوياداع في رد يوآش إلى الأرض. العرش 6) كاهن من عائلة فشحور مع زوجة أجنبية أجبرها عزرا على إبعادها"
H3458J	יִשְׁמָעֵאל	Ishmael	إِسْمَاعِيل	"رجل يعيش في زمن السبي والعودة، مذكور فقط في عز ١٠:​ ٢٢ § إسماعيل = ""الله يسمع"" 1) ابن إبراهيم وهاجر جارية سارة وجد الشعوب العربية 2) ابن نثنيا والقاتل لجدليا 3) بنياميني، أحد أبناء آصيل من نسل شاول من مريبعل أو مفيبوشث 4) يهودي، والد زبديا 5) يهودي ابن يوحانان وأحد القادة الذين ساعدوا يهوياداع في رد يوآش إلى الأرض. العرش 6) كاهن من عائلة فشحور مع زوجة أجنبية أجبرها عزرا على إبعادها"
H3458K	יִשְׁמָעֵאל	Ishmael	إِسْمَاعِيل	"رجل يعيش في زمن السبي والعودة، مذكور فقط في عز ١٠:​ ٢٢ § إسماعيل = ""الله يسمع"" 1) ابن إبراهيم وهاجر جارية سارة وجد الشعوب العربية 2) ابن نثنيا والقاتل لجدليا 3) بنياميني، أحد أبناء آصيل من نسل شاول من مريبعل أو مفيبوشث 4) يهودي، والد زبديا 5) يهودي ابن يوحانان وأحد القادة الذين ساعدوا يهوياداع في رد يوآش إلى الأرض. العرش 6) كاهن من عائلة فشحور مع زوجة أجنبية أجبرها عزرا على إبعادها"
H3458L	יִשְׁמָעֵאל	Ishmael	إِسْمَاعِيل	"رجل يعيش في زمن السبي والعودة، مذكور فقط في عز ١٠:​ ٢٢ § إسماعيل = ""الله يسمع"" 1) ابن إبراهيم وهاجر جارية سارة وجد الشعوب العربية 2) ابن نثنيا والقاتل لجدليا 3) بنياميني، أحد أبناء آصيل من نسل شاول من مريبعل أو مفيبوشث 4) يهودي، والد زبديا 5) يهودي ابن يوحانان وأحد القادة الذين ساعدوا يهوياداع في رد يوآش إلى الأرض. العرش 6) كاهن من عائلة فشحور مع زوجة أجنبية أجبرها عزرا على إبعادها"
H3459 	יִשְׁמְעֵאלִי	Ishmaelite	الإِسْمَاعِيلِيِّين	"شخص من نسل إسماعيل، وهو رجل عربي عاش في زمن البطاركة، وقد ورد ذكره لأول مرة في تك ١٦:​ ١١؛ ابن: إبراهيم (H0085) وهاجر (H1904)؛ الأخ غير الشقيق لكل من: إسحاق (H3327)، زمران (H2175)، يقشان (H3370)، ميدان (H4091)، مديان (H4080)، إشباق (H3435)، وشوح (H7744)؛ والد: نبايوت (H5032)، قيدار (H6938)، أدببيل (H0110)، مبسام (H4017)، مشما (H4927)، دوما (H1746)، ماسا (H4854)، حداد (H2301)، تيما (H8485)، جيتور (H8485). H3195)، نافيش (H5305)، قديمة (H6929) ومحلات (H4258) مجموعة yish.ma.el (إسرائيل ""إسماعيل"" H3458) § إسماعيلي، من إسماعيل ""الله يسمع"" من نسل إسماعيل"
H3460G	יִשְׁמַעְיָ֫הוּ	Ishmaiah	يَشْمَعْيَا	"رجل عاش في زمن الملكية المنقسمة، ورد ذكره فقط في 1 أي ٢٧:​ ١٩؛ ابن: عوبديا (H5662M) § يشميا = ""يهوه يسمع"" 1) جبعوني وأحد محاربي داود الجبابرة 2) ابن عوبديا ورئيس سبط زبولون في زمن الملك داود"
H3460H	יִשְׁמַעְיָ֫הוּ	Ishmaiah	يَشْمَعْيَا	"رجل عاش في زمن الملكية المنقسمة، ورد ذكره فقط في 1 أي ٢٧:​ ١٩؛ ابن: عوبديا (H5662M) § يشميا = ""يهوه يسمع"" 1) جبعوني وأحد محاربي داود الجبابرة 2) ابن عوبديا ورئيس سبط زبولون في زمن الملك داود"
H3461 	יִשְׁמְרַי	Ishmerai	يِشْمَرَاي	" رجل من سبط بنيامين عاش في زمن الملكية المنقسمة، ورد ذكره فقط في ١ أخبار ٨:١٨؛ ابن: إلبال (H0508)؛ شقيق: عابر (H5677I)، مشام (H4936)، شمد (H8106B)، برية (H1283I)، شيما (H8087I)، زبديا (H2069H)، مشلام (H4918J)، حزقي (H2395)، حابر (H2268J)، إزليا (h) H3152) وjobab (H3103K) § ishmerai = ""يحفظني"" بنياميني من عائلة إلبال."
H3464 	יָשֵׁן	Jashen	يَاشَن	" رجل يعيش في زمن الملكية المتحدة، ورد ذكره لأول مرة في 2 صم ٢٣:​٣٢؛ ويُدعى أيضًا هاشم في 1 أي ١١:​ ٣٤؛ يُسمى أيضًا: ha.shem (قدس ""هاشم"" H2044) § جاشن = ""نائم"" والد واحد أو أكثر من محاربي داود الأقوياء"
H3466G	יְשָׁנָה	Jeshanah	الْعَتِيق	"jeshanah = ""مخزن"" بلدة على الحدود الجنوبية للمملكة الشمالية بالقرب من بيت إيل، تهجئة أخرى لـ ya.shan ( и– ""(بوابة ) yeshanah"" H3465)"
H3466H	יְשָׁנָה	(Gate of) Yeshanah	الْعَتِيق	"jeshanah = ""مخزن"" بلدة على الحدود الجنوبية للمملكة الشمالية بالقرب من بيت إيل، تهجئة أخرى لـ ya.shan ( и– ""(بوابة ) yeshanah"" H3465)"
H3469G	יִשְׁעִי	Ishi	يَشْعِي	"رجل من سبط منسى يعيش في زمن الملكية المنقسمة، مذكور فقط في 1 أي ٥:​ ٢٤ § إيشي = ""يخلصني"" 1) ابن أبايم، أحد سلالة يرحمئيل من بيت حصرون 2) أ رئيس منسى ورئيس عائلة في شرق الأردن 3) رئيس يهوذا والد زوحت 4) رئيس شمعون ورئيس عائلة"
H3469H	יִשְׁעִי	Ishi	يَشْعِي	"رجل من سبط منسى يعيش في زمن الملكية المنقسمة، مذكور فقط في 1 أي ٥:​ ٢٤ § إيشي = ""يخلصني"" 1) ابن أبايم، أحد سلالة يرحمئيل من بيت حصرون 2) أ رئيس منسى ورئيس عائلة في شرق الأردن 3) رئيس يهوذا والد زوحت 4) رئيس شمعون ورئيس عائلة"
H3469I	יִשְׁעִי	Ishi	يَشْعِي	"رجل من سبط منسى يعيش في زمن الملكية المنقسمة، مذكور فقط في 1 أي ٥:​ ٢٤ § إيشي = ""يخلصني"" 1) ابن أبايم، أحد سلالة يرحمئيل من بيت حصرون 2) أ رئيس منسى ورئيس عائلة في شرق الأردن 3) رئيس يهوذا والد زوحت 4) رئيس شمعون ورئيس عائلة"
H3469J	יִשְׁעִי	Ishi	يَشْعِي	"رجل من سبط منسى يعيش في زمن الملكية المنقسمة، مذكور فقط في 1 أي ٥:​ ٢٤ § إيشي = ""يخلصني"" 1) ابن أبايم، أحد سلالة يرحمئيل من بيت حصرون 2) أ رئيس منسى ورئيس عائلة في شرق الأردن 3) رئيس يهوذا والد زوحت 4) رئيس شمعون ورئيس عائلة"
H3470A	יְשַׁעְיָ֫הוּ	Isaiah	يَشَعْيَا	"رجل عاش في زمن السبي والعودة، مذكور فقط في نحميا ١١:٧؛ والد: إيثيل (H0384) § إشعياء أو يشعيا أو يشعيا = ""خلص الرب"" 1) ابن حننيا، شقيق بيلاطية، وحفيد زربابل 2) بنياميني 3) ابن عثليا ورئيس بيت عيلام الذي عاد مع عزرا 4) رئيس بني مراري الذي عاد مع عزرا"
H3470B	יְשַׁעְיָה	Jeshaiah	يَشَعْيَا	"رجل عاش في زمن السبي والعودة، مذكور فقط في نحميا ١١:٧؛ والد: إيثيل (H0384) § إشعياء أو يشعيا أو يشعيا = ""خلص الرب"" 1) ابن حننيا، شقيق بيلاطية، وحفيد زربابل 2) بنياميني 3) ابن عثليا ورئيس بيت عيلام الذي عاد مع عزرا 4) رئيس بني مراري الذي عاد مع عزرا"
H3470G	יְשַׁעְיָ֫הוּ	Jeshaiah	يَشَعْيَا	"رجل عاش في زمن السبي والعودة، مذكور فقط في نحميا ١١:٧؛ والد: إيثيل (H0384) § إشعياء أو يشعيا أو يشعيا = ""خلص الرب"" 1) ابن حننيا، شقيق بيلاطية، وحفيد زربابل 2) بنياميني 3) ابن عثليا ورئيس بيت عيلام الذي عاد مع عزرا 4) رئيس بني مراري الذي عاد مع عزرا"
H3470H	יְשַׁעְיָ֫הוּ	Jeshaiah	يَشَعْيَا	"رجل عاش في زمن السبي والعودة، مذكور فقط في نحميا ١١:٧؛ والد: إيثيل (H0384) § إشعياء أو يشعيا أو يشعيا = ""خلص الرب"" 1) ابن حننيا، شقيق بيلاطية، وحفيد زربابل 2) بنياميني 3) ابن عثليا ورئيس بيت عيلام الذي عاد مع عزرا 4) رئيس بني مراري الذي عاد مع عزرا"
H3470I	יְשַׁעְיָה	Jeshaiah	يَشَعْيَا	"رجل عاش في زمن السبي والعودة، مذكور فقط في نحميا ١١:٧؛ والد: إيثيل (H0384) § إشعياء أو يشعيا أو يشعيا = ""خلص الرب"" 1) ابن حننيا، شقيق بيلاطية، وحفيد زربابل 2) بنياميني 3) ابن عثليا ورئيس بيت عيلام الذي عاد مع عزرا 4) رئيس بني مراري الذي عاد مع عزرا"
H3470J	יְשַׁעְיָה	Jeshaiah	يَشَعْيَا	"رجل عاش في زمن السبي والعودة، مذكور فقط في نحميا ١١:٧؛ والد: إيثيل (H0384) § إشعياء أو يشعيا أو يشعيا = ""خلص الرب"" 1) ابن حننيا، شقيق بيلاطية، وحفيد زربابل 2) بنياميني 3) ابن عثليا ورئيس بيت عيلام الذي عاد مع عزرا 4) رئيس بني مراري الذي عاد مع عزرا"
H3470K	יְשַׁעְיָה	Jeshaiah	يَشَعْيَا	"رجل عاش في زمن السبي والعودة، مذكور فقط في نحميا ١١:٧؛ والد: إيثيل (H0384) § إشعياء أو يشعيا أو يشعيا = ""خلص الرب"" 1) ابن حننيا، شقيق بيلاطية، وحفيد زربابل 2) بنياميني 3) ابن عثليا ورئيس بيت عيلام الذي عاد مع عزرا 4) رئيس بني مراري الذي عاد مع عزرا"
H3472 	יִשְׁפָּה	Ishpah	يِشْفَة	"رجل من سبط بنيامين عاش في زمن مصر والبرية، ورد ذكره فقط في ١ أخبار ٨:١٦؛ ابن: بريعة (H1283I)؛ شقيق: أراد (H6166B)، أخيو (H0283H)، شاشك (H8349)، يريموث (H3406I)، زبديا (H2069)، إيدر (H5738)، ميخائيل (H4317L) وجحا (H3109) § إسباه = ""هو عاري"" بنياميني من عشيرة بريعة ومن رؤساء سبطه"
H3473 	יִשְׁפָּן	Ishpan	يِشْفَان	" رجل من سبط بنيامين عاش في زمن الملكية المنقسمة، ورد ذكره فقط في ١ أخبار ٨:٢٢؛ ابن: شاشك (H8349)؛ شقيق: عابر (H5677J)، إيليئيل (H0447I)، عبدون (H5658I)، زكري (H2147I)، حنان (H2605)، حننيا (H2608O)، عيلام (H5867)، أنتوثيا (H6070)، يفديا (H3301) وفنوئيل (H3301). H6439I) § إشبان = ""يخفي"" بنياميني من عشيرة شاشك"
H3475 	יֶ֫שֶׁר	Jesher	يَاشَر	" رجل من سبط يهوذا عاش في زمن مصر والبرية، ورد ذكره فقط في ١ اخ ٢:١٨؛ ابن: كالب (H3612H) ويريوت (؟) (H3408)؛ شقيق: حور (H2354)، شوباب (H7727H)، أردون (H0715)، مريشة @ ١ch ٢:​٤٢ (H4337)، حاران (H2771B)، موزا (H4162)، جازيز (H1495)، جحداي (H3056)، شبر (H3056). H7669)، ترهانة (H8647)، شاعف (H8174H)، شيفا (H7724) واكسا (H5915H) § يشر = ""مستقيم"" أحد أبناء كالب وحفيد حصرون من زوجة عزوبة"
H3478 	יִשְׂרָאֵל	Israel	 إِسْرَائِيل	"رجل يعيش في زمن الآباء، ورد ذكره لأول مرة في تك ٢٥:​ ٢٦؛ ابن: إسحاق (H3327) ورفقة (H7259)؛ شقيق: عيسو (H6215)؛ متزوج من راحيل (H7354)، ليئة (H3812)، زلفة (H2153) وبلهة (H1090A)؛ والد: رأوبين (H7205)، شمعون (H8095)، لاوي (H3878)، يهوذا (H3063)، دان (H1835H)، نفتالي (H5321)، جاد (H1410)، أشير (H0836)، يساكر (H3485)، زبولون. H2074)، دينة (H1783)، يوسف (H3130) وبنيامين (H1144)؛ ويسمى أيضًا يعقوب بكثرة § إسرائيل = ""الله يغلب"" 1) الاسم الثاني ليعقوب الذي أعطاه إياه الله بعد مصارعته مع الملاك في فنيئيل 2) اسم نسل وأمة نسل يعقوب 2أ) الاسم الأمة حتى وفاة سليمان والانقسام 2ب) الاسم المستخدم والمعطى للمملكة الشمالية المكونة من الأسباط العشرة تحت يربعام؛ وكانت المملكة الجنوبية تُعرف باسم يهوذا (2ج) اسم الأمة بعد العودة من السبي"
H3479 	יִשְׂרָאֵל	Israel	إِسْرَائِيل	"رجل يعيش في زمن الآباء، ورد ذكره لأول مرة في تك ٢٥:​ ٢٦؛ ابن: إسحاق (H3327) ورفقة (H7259)؛ شقيق: عيسو (H6215)؛ متزوج من راحيل (H7354)، ليئة (H3812)، زلفة (H2153) وبلهة (H1090A)؛ والد: رأوبين (H7205)، شمعون (H8095)، لاوي (H3878)، يهوذا (H3063)، دان (H1835H)، نفتالي (H5321)، جاد (H1410)، أشير (H0836)، يساكر (H3485)، زبولون. H2074)، دينة (H1783)، يوسف (H3130) وبنيامين (H1144)؛ ويسمى أيضًا يعقوب بشكل متكرر الآرامية yis.ra.el (إسرائيل"" H3478) § إسرائيل = ""الله ينتصر"" 1) الاسم الثاني ليعقوب الذي أعطاه إياه الله بعد مصارعته مع الملاك في فنيئيل 2) اسم يعقوب نسل وأمة نسل يعقوب ٢أ) اسم الأمة حتى وفاة سليمان والانقسام ٢ب) الاسم المستخدم والمعطى للمملكة الشمالية المكونة من الأسباط العشرة تحت يربعام؛ وكانت المملكة الجنوبية تُعرف باسم يهوذا (2ج) اسم الأمة بعد العودة من السبي"
H3480 	יְשַׂרְאֵ֫לָה	Jesharelah	يَشَرْئِيلَة	" رجل من سبط لاوي عاش في زمن الملكية المنقسمة، ورد ذكره لأول مرة في 1 أي ٢٥:​ ٢؛ ابن: آساف (هـ0623هـ)؛ شقيق: زكور (H2139J)، يوسف (H3130I) ونثنيا (H5418H)؛ ويُدعى أيضًا يشريئلة في ١ أخبار ٢٥:١٤؛ اسم آخر لـ a.sar.e.lah (ʼẫẫ ảẫ ẉẉẉ ẉẉẉ ẉẉẉ ẉẉẉẉ ẉẉẉặ ảnẻ) § یشرئيلة = ""هؤلاء مستقيمون"" لاوي وابن آساف ورئيس الفرقة السابعة للموسيقيين"
H3481G	יִשְׂרְאֵלִי	Ishmaelite	إِسْرَائِيلِيَّة	"شخص من إسرائيل كان رجلاً يعيش في زمن البطاركة، وقد ورد ذكره لأول مرة في تك ٢٥:​ ٢٦؛ ابن: إسحاق (H3327) ورفقة (H7259)؛ شقيق: عيسو (H6215)؛ متزوج من راحيل (H7354)، ليئة (H3812)، زلفة (H2153) وبلهة (H1090A)؛ والد: رأوبين (H7205)، شمعون (H8095)، لاوي (H3878)، يهوذا (H3063)، دان (H1835H)، نفتالي (H5321)، جاد (H1410)، أشير (H0836)، يساكر (H3485)، زبولون. H2074)، دينة (H1783)، يوسف (H3130) وبنيامين (H1144)؛ ويسمى أيضًا يعقوب في كثير من الأحيان مجموعة yis.ra.el (إسرائيلي) § إسرائيلي، من إسرائيل ""الله ينتصر"" سليل أو ساكن من أمة إسرائيل"
H3481H	יִשְׂרְאֵלִי	Israelite	إِسْرَائِيلِيَّة	"شخص من إسرائيل كان رجلاً يعيش في زمن البطاركة، وقد ورد ذكره لأول مرة في تك ٢٥:​ ٢٦؛ ابن: إسحاق (H3327) ورفقة (H7259)؛ شقيق: عيسو (H6215)؛ متزوج من راحيل (H7354)، ليئة (H3812)، زلفة (H2153) وبلهة (H1090A)؛ والد: رأوبين (H7205)، شمعون (H8095)، لاوي (H3878)، يهوذا (H3063)، دان (H1835H)، نفتالي (H5321)، جاد (H1410)، أشير (H0836)، يساكر (H3485)، زبولون. H2074)، دينة (H1783)، يوسف (H3130) وبنيامين (H1144)؛ ويسمى أيضًا يعقوب في كثير من الأحيان مجموعة yis.ra.el (إسرائيلي) § إسرائيلي، من إسرائيل ""الله ينتصر"" سليل أو ساكن من أمة إسرائيل"
H3484 	יְשֻׁרוּן	Jeshurun	يَشُورُون	"رجل يعيش في زمن الآباء، ورد ذكره لأول مرة في تك ٢٥:​ ٢٦؛ ابن: إسحاق (H3327) ورفقة (H7259)؛ شقيق: عيسو (H6215)؛ متزوج من راحيل (H7354)، ليئة (H3812)، زلفة (H2153) وبلهة (H1090A)؛ والد: رأوبين (H7205)، شمعون (H8095)، لاوي (H3878)، يهوذا (H3063)، دان (H1835H)، نفتالي (H5321)، جاد (H1410)، أشير (H0836)، يساكر (H3485)، زبولون. H2074)، دينة (H1783)، يوسف (H3130) وبنيامين (H1144)؛ يُطلق على يعقوب أيضًا اسم آخر لـ yis.ra.el (إسرائيل"" H3478) § jeshurun = ""المستقيم"" اسم رمزي لإسرائيل يصف شخصيتها المثالية"
H3485G	יִשָּׂשכָר	Issachar	يَسَّاكَر	"رجل من سبط لاوي عاش في زمن الملكية المتحدة، ورد ذكره فقط في ١ اخ ٢٦:٥؛ ابن: عوبيد أدوم (H5654)؛ شقيق: شمعيا (H8098I)، يهوزاباد (H3075H)، يوآخ (H3098I)، ساكر (H7940)، نثنائيل (H5417K)، عميئيل (H5988I) وفولتاي (H6469) § يساكر = ""هناك مكافأة"" 1) الابن التاسع ليعقوب والخامس من ليئة زوجته الأولى وجد سبط اسمه 2) لاوي كورحي والابن السابع لعوبيد أدوم وبواب الهيكل 3) السبط من نسل يساكر بن يعقوب 4) المنطقة المخصصة لبني يساكر عند دخولهم أرض كنعان"
H3485H	יִשָּׂשכָר	Issachar	يَسَّاكَر	"رجل من سبط لاوي عاش في زمن الملكية المتحدة، ورد ذكره فقط في ١ اخ ٢٦:٥؛ ابن: عوبيد أدوم (H5654)؛ شقيق: شمعيا (H8098I)، يهوزاباد (H3075H)، يوآخ (H3098I)، ساكر (H7940)، نثنائيل (H5417K)، عميئيل (H5988I) وفولتاي (H6469) § يساكر = ""هناك مكافأة"" 1) الابن التاسع ليعقوب والخامس من ليئة زوجته الأولى وجد سبط اسمه 2) لاوي كورحي والابن السابع لعوبيد أدوم وبواب الهيكل 3) السبط من نسل يساكر بن يعقوب 4) المنطقة المخصصة لبني يساكر عند دخولهم أرض كنعان"
H3492 	יַתִּיר	Jattir	يَتِّير	" § جاتير = ""كثيرة"" مدينة في جبال يهوذا"
H3494 	יִתְלָה	Ithlah	يِتْلَة	" § جتلة = ""يعلق"" إحدى بلدات جنوب دان"
H3495 	יִתְמָה	Ithmah	يِثْمَة	" رجل من الموآبيين الذين عاشوا في زمن الملكية المنقسمة، تم ذكره فقط في 1 أي ١١:​ ٤٦. إثما = ""يتيم"" موآبي، أحد محاربي داود الأقوياء."
H3496 	יַתְנִיאֵל	Jathniel	يَثَنْئِيل	"رجل عاش في زمن الملكية المنقسمة، ورد ذكره فقط في 1 أي ٢٦:​ ٢؛ ابن: مشلميا (H4920)؛ شقيق: زكريا (H2148A)، يديئيل (H3043J)، زبديا (H2069J)، عيلام (H5867H)، يهوحانان (H3076I) وأليهويناي (H0454A) § يثنيئيل = ""الله يستأجرني"" وهو قورحي لاوي والرابع من عائلة مشلميا"
H3497 	יִתְנָ֑ן	Ithnan	يِثْنَان	" § اتنان = ""استئجار"" إحدى المدن الواقعة في أقصى جنوب يهوذا"
H3500G	יֶ֫תֶר	Jether	يَثَر	"رجل عاش في زمن مصر والبرية، ورد ذكره لأول مرة في خروج ٢: ١٨؛ والد: صفورة (H6855) وحباب (H2246)؛ ويُدعى أيضًا رعوئيل (طبعة الملك جيمس: رعوئيل) في عدد ١٠: ٢٩؛ تهجئه أخرى لـ yit.ro ( ‏، ‏، ‏، ‏، ‏، ‏، ""jethro"" H3503) § jether = ""وفرة"" 1) والد زوجة موسى 2) الابن الأكبر لجدعون 3) والد يفونة ورئيس سلسلة من المحاربين من الخط من أشير 4) والد عماسا رئيس جيش أبشالوم 5) ابن يدع من حصرون من سبط يهوذا 6) ابن عزرا يهودي"
H3500H	יֶ֫תֶר	Jether	يَثَر	"رجل عاش في زمن مصر والبرية، ورد ذكره لأول مرة في خروج ٢: ١٨؛ والد: صفورة (H6855) وحباب (H2246)؛ ويُدعى أيضًا رعوئيل (طبعة الملك جيمس: رعوئيل) في عدد ١٠: ٢٩؛ تهجئه أخرى لـ yit.ro ( ‏، ‏، ‏، ‏، ‏، ‏، ""jethro"" H3503) § jether = ""وفرة"" 1) والد زوجة موسى 2) الابن الأكبر لجدعون 3) والد يفونة ورئيس سلسلة من المحاربين من الخط من أشير 4) والد عماسا رئيس جيش أبشالوم 5) ابن يدع من حصرون من سبط يهوذا 6) ابن عزرا يهودي"
H3500I	יֶ֫תֶר	Jether	يَثَر	"رجل عاش في زمن مصر والبرية، ورد ذكره لأول مرة في خروج ٢: ١٨؛ والد: صفورة (H6855) وحباب (H2246)؛ ويُدعى أيضًا رعوئيل (طبعة الملك جيمس: رعوئيل) في عدد ١٠: ٢٩؛ تهجئه أخرى لـ yit.ro ( ‏، ‏، ‏، ‏، ‏، ‏، ""jethro"" H3503) § jether = ""وفرة"" 1) والد زوجة موسى 2) الابن الأكبر لجدعون 3) والد يفونة ورئيس سلسلة من المحاربين من الخط من أشير 4) والد عماسا رئيس جيش أبشالوم 5) ابن يدع من حصرون من سبط يهوذا 6) ابن عزرا يهودي"
H3500J	יֶ֫תֶר	Jether	يَثَر	"رجل عاش في زمن مصر والبرية، ورد ذكره لأول مرة في خروج ٢: ١٨؛ والد: صفورة (H6855) وحباب (H2246)؛ ويُدعى أيضًا رعوئيل (طبعة الملك جيمس: رعوئيل) في عدد ١٠: ٢٩؛ تهجئه أخرى لـ yit.ro ( ‏، ‏، ‏، ‏، ‏، ‏، ""jethro"" H3503) § jether = ""وفرة"" 1) والد زوجة موسى 2) الابن الأكبر لجدعون 3) والد يفونة ورئيس سلسلة من المحاربين من الخط من أشير 4) والد عماسا رئيس جيش أبشالوم 5) ابن يدع من حصرون من سبط يهوذا 6) ابن عزرا يهودي"
H3500K	יֶ֫תֶר	Jether	يَثَر	"رجل عاش في زمن مصر والبرية، ورد ذكره لأول مرة في خروج ٢: ١٨؛ والد: صفورة (H6855) وحباب (H2246)؛ ويُدعى أيضًا رعوئيل (طبعة الملك جيمس: رعوئيل) في عدد ١٠: ٢٩؛ تهجئه أخرى لـ yit.ro ( ‏، ‏، ‏، ‏، ‏، ‏، ""jethro"" H3503) § jether = ""وفرة"" 1) والد زوجة موسى 2) الابن الأكبر لجدعون 3) والد يفونة ورئيس سلسلة من المحاربين من الخط من أشير 4) والد عماسا رئيس جيش أبشالوم 5) ابن يدع من حصرون من سبط يهوذا 6) ابن عزرا يهودي"
H3500L	יֶ֫תֶר	Jethro	يَثَر	"رجل عاش في زمن مصر والبرية، ورد ذكره لأول مرة في خروج ٢: ١٨؛ والد: صفورة (H6855) وحباب (H2246)؛ ويُدعى أيضًا رعوئيل (طبعة الملك جيمس: رعوئيل) في عدد ١٠: ٢٩؛ تهجئه أخرى لـ yit.ro ( ‏، ‏، ‏، ‏، ‏، ‏، ""jethro"" H3503) § jether = ""وفرة"" 1) والد زوجة موسى 2) الابن الأكبر لجدعون 3) والد يفونة ورئيس سلسلة من المحاربين من الخط من أشير 4) والد عماسا رئيس جيش أبشالوم 5) ابن يدع من حصرون من سبط يهوذا 6) ابن عزرا يهودي"
