Strong's #	,Grk/Heb	English	SVD	Text
H4441L	מַלְכִּיָּהוּ	Malchijah	مَلْكِيَا	رجل عاش في زمن المنفى والعودة، مذكور فقط في نح ٣:​١٤؛ ابن: ركاب (H7394I) § ملكيا أو ملكيا أو ملكيا = ملكي هو يهوه1) والد فشحور في زمن إرميا   (٢) ابن همملك الذي أُلقي إرميا في زنزانته   (٣) رأس الخامس دورة الكهنة في زمن داود   (٤) أحد الكهنة الذي كان عند قراءة الشريعة على يد عزرا، وختم العهد مع نحميا، وكان عند تدشين السور مع نحميا   (٥) أحد الآباء اللاويين لآساف ومن نسله من لاوي إلى جرشون   (٦) ابن فرعوش الذي طلق امرأة غريبة في أيام عزرا   (٧) ابن حاريم الذي طلق امرأة غريبة وساعد في ترميم السور وبرج الأتون في أيام عزرا ونحميا   (٨) ابن ركاب، رئيس منطقة بيت هكاريم، الذي ساعد في إصلاح باب النفايات في زمن نحميا   (٩) صائغ ساعد في إصلاح الجدار في زمن نحميا
H4441M	מַלְכִּיָּהוּ	Malchijah	مَلْكِيَا	رجل عاش في زمن السبي والعودة، مذكور فقط في عز ١٠:​٣١ § ملكيا أو ملكيا أو ملكيا = ملكي هو الرب1) أبو فشحور في زمن إرميا   (٢) ابن ملكيا الذي كان تم إلقاء إرميا في الزنزانة   (٣) رئيس الفرقة الخامسة للكهنة في زمن داود   (٤) أحد الكهنة الذي كان عند قراءة الشريعة على يد عزرا، وختم العهد مع نحميا، وكان عند تدشين السور مع نحميا   (٥) جد لاوي لآساف ومن نسل لاوي من خلال جرشون   (٦) ابن فرعوش الذي طلق زوجة غريبة في زمن عزرا   (٧) ابن حاريم الذي طلق زوجة أجنبية وساعد في إصلاح السور والبرج الأفران في زمن عزرا ونحميا   (٨) ابن ركاب رئيس منطقة بيت هكاريم الذي ساعد في إصلاح باب النفايات في زمن نحميا   (٩) صائغ ساعد في إصلاح الجدار في زمن نحميا
H4441N	מַלְכִּיָּהוּ	Malchijah	مَلْكِيَا	رجل عاش في زمن المنفى والعودة، مذكور فقط في نح ٣:​١٤؛ ابن: ركاب (H7394I) § ملكيا أو ملكيا أو ملكيا = ملكي هو يهوه1) والد فشحور في زمن إرميا   (٢) ابن همملك الذي أُلقي إرميا في زنزانته   (٣) رأس الخامس دورة الكهنة في زمن داود   (٤) أحد الكهنة الذي كان عند قراءة الشريعة على يد عزرا، وختم العهد مع نحميا، وكان عند تدشين السور مع نحميا   (٥) أحد الآباء اللاويين لآساف ومن نسله من لاوي إلى جرشون   (٦) ابن فرعوش الذي طلق امرأة غريبة في أيام عزرا   (٧) ابن حاريم الذي طلق امرأة غريبة وساعد في ترميم السور وبرج الأتون في أيام عزرا ونحميا   (٨) ابن ركاب، رئيس منطقة بيت هكاريم، الذي ساعد في إصلاح باب النفايات في زمن نحميا   (٩) صائغ ساعد في إصلاح الجدار في زمن نحميا
H4441O	מַלְכִּיָּהוּ	Malchijah	مَلْكِيَا	رجل عاش في زمن السبي والعودة، مذكور فقط في نح ٣:​٣١ § ملكيا أو ملكيا أو ملكيا = ملكي هو يهوه1) أبو فشحور في زمن إرميا   (٢) ابن همملك الذي ينتمي إليه تم إلقاء إرميا في الزنزانة   (٣) رئيس الفرقة الخامسة للكهنة في زمن داود   (٤) أحد الكهنة الذي كان عند قراءة الشريعة على يد عزرا، وختم العهد مع نحميا، وكان عند تدشين السور مع نحميا   (٥) جد لاوي لآساف ومن نسل لاوي من خلال جرشون   (٦) ابن فرعوش الذي طلق زوجة غريبة في زمن عزرا   (٧) ابن حاريم الذي طلق زوجة أجنبية وساعد في إصلاح السور والبرج الأفران في زمن عزرا ونحميا   (٨) ابن ركاب رئيس منطقة بيت هكاريم الذي ساعد في إصلاح باب النفايات في زمن نحميا   (٩) صائغ ساعد في إصلاح الجدار في زمن نحميا
H4441P	מַלְכִּיָּהוּ	Malchijah	مَلْكِيَا	رجل عاش في زمن المنفى والعودة، مذكور فقط في نح ٣:​١٤؛ ابن: ركاب (H7394I) § ملكيا أو ملكيا أو ملكيا = ملكي هو يهوه1) والد فشحور في زمن إرميا   (٢) ابن همملك الذي أُلقي إرميا في زنزانته   (٣) رأس الخامس دورة الكهنة في زمن داود   (٤) أحد الكهنة الذي كان عند قراءة الشريعة على يد عزرا، وختم العهد مع نحميا، وكان عند تدشين السور مع نحميا   (٥) أحد الآباء اللاويين لآساف ومن نسله من لاوي إلى جرشون   (٦) ابن فرعوش الذي طلق امرأة غريبة في أيام عزرا   (٧) ابن حاريم الذي طلق امرأة غريبة وساعد في ترميم السور وبرج الأتون في أيام عزرا ونحميا   (٨) ابن ركاب، رئيس منطقة بيت هكاريم، الذي ساعد في إصلاح باب النفايات في زمن نحميا   (٩) صائغ ساعد في إصلاح الجدار في زمن نحميا
H4441Q	מַלְכִּיָּהוּ	Malchijah	مَلْكِيَا	رجل عاش في زمن السبي والعودة، مذكور فقط في نح ٣:​٣١ § ملكيا أو ملكيا أو ملكيا = ملكي هو يهوه1) أبو فشحور في زمن إرميا   (٢) ابن همملك الذي ينتمي إليه تم إلقاء إرميا في الزنزانة   (٣) رئيس الفرقة الخامسة للكهنة في زمن داود   (٤) أحد الكهنة الذي كان عند قراءة الشريعة على يد عزرا، وختم العهد مع نحميا، وكان عند تدشين السور مع نحميا   (٥) جد لاوي لآساف ومن نسل لاوي من خلال جرشون   (٦) ابن فرعوش الذي طلق زوجة غريبة في زمن عزرا   (٧) ابن حاريم الذي طلق زوجة أجنبية وساعد في إصلاح السور والبرج الأفران في زمن عزرا ونحميا   (٨) ابن ركاب رئيس منطقة بيت هكاريم الذي ساعد في إصلاح باب النفايات في زمن نحميا   (٩) صائغ ساعد في إصلاح الجدار في زمن نحميا
H4441R	מַלְכִּיָּהוּ	Malchijah	مَلْكِيَا	رجل عاش في زمن المنفى والعودة، مذكور فقط في نح ٣:​١٤؛ ابن: ركاب (H7394I) § ملكيا أو ملكيا أو ملكيا = ملكي هو يهوه1) والد فشحور في زمن إرميا   (٢) ابن همملك الذي أُلقي إرميا في زنزانته   (٣) رأس الخامس دورة الكهنة في زمن داود   (٤) أحد الكهنة الذي كان عند قراءة الشريعة على يد عزرا، وختم العهد مع نحميا، وكان عند تدشين السور مع نحميا   (٥) أحد الآباء اللاويين لآساف ومن نسله من لاوي إلى جرشون   (٦) ابن فرعوش الذي طلق امرأة غريبة في أيام عزرا   (٧) ابن حاريم الذي طلق امرأة غريبة وساعد في ترميم السور وبرج الأتون في أيام عزرا ونحميا   (٨) ابن ركاب، رئيس منطقة بيت هكاريم، الذي ساعد في إصلاح باب النفايات في زمن نحميا   (٩) صائغ ساعد في إصلاح الجدار في زمن نحميا
H4441S	מַלְכִּיָּהוּ	Malchiah	مَلْكِيَا	رجل عاش في زمن السبي والعودة، تم ذكره لأول مرة في عز ١٠:​٢٥ § ملكيا أو ملكيا أو ملكيا = ملكي هو الرب1) أبو فشحور في زمن إرميا   (٢) ابن ملكيا الذي كان تم إلقاء إرميا في الزنزانة   (٣) رئيس الفرقة الخامسة للكهنة في زمن داود   (٤) أحد الكهنة الذي كان عند قراءة الشريعة على يد عزرا، وختم العهد مع نحميا، وكان عند تدشين السور مع نحميا   (٥) جد لاوي لآساف ومن نسل لاوي من خلال جرشون   (٦) ابن فرعوش الذي طلق زوجة غريبة في زمن عزرا   (٧) ابن حاريم الذي طلق زوجة أجنبية وساعد في إصلاح السور والبرج الأفران في زمن عزرا ونحميا   (٨) ابن ركاب رئيس منطقة بيت هكاريم الذي ساعد في إصلاح باب النفايات في زمن نحميا   (٩) صائغ ساعد في إصلاح الجدار في زمن نحميا
H4442 	מַלְכִּי־צֶ֫דֶק	Melchizedek	مَلْكِي صَادَق	رجل عاش في زمن الآباء، ذكر لأول مرة في تك ١٤:​١٨ واسمه أيضًا: ملكي صادق (Μεлχισεδέκ ملكي صادقG3198) § ملكي صادق = ملكي صدقملك ساليم وكاهن الله العلي الذي له أبرام. دفع العشور بعد المعركة التي خاضها لتحرير لوط؛ رتبة ملكيصادقهي درجة الكهنوت الذي ينتمي إليه المسيح
H4443 	מַלְכִּירָם	Malchiram	مَلْكِيرَام	رجل من سبط يهوذا عاش في زمن المملكة المنقسمة، ورد ذكره فقط في ١أخ ٣:​١٨؛ ابن: شألتيئيل (H7597A)(؟)؛ أخو: فدايا (H6305G)، شناصر (H8137)، يقميا (H3359G)، هوشاما (H1953) وندبيا (H5072) § ملكيرام = ملكي عالابن يهوياكين ملك يهوذا.
H4444 	מַלְכִּישׁוּעַ	Malchi-shua	مَلْكِيشُوع	رجل من سبط بنيامين يعيش في زمن المملكة المتحدة، ذُكر لأول مرة في ١صم ١٤:​٤٩؛ ابن: شاول (H7586G) وأخينوعم (H0293)؛ أخو: يوناثان (H3083G)، أبيناداب (H0041G)، ميراب (H4764)، وميكال (H4324)؛ الأخ غير الأخو لـ: إيشبوشث (H0378)، أرموني (H0764) ومفيبوشث (H4648H) § ملكيشوع أو ملكيشوع = ملكي هو الثروةابن الملك شاول ملك إسرائيل
H4445A	מַלְכָּם	Malcam	لِمَلْكُوم	ملكوم = الملك العظيمإله العمونيين والفينيقيين الذي ضحى له بعض الإسرائيليين بأطفالهم الرضع في وادي هنوم   (١-أ) وأيضًا مولكاسم آخر لـ mo.lekh ( mah , مولكH4432)
H4445B	מִלכֹּם	Milcom	لِمَلْكُوم	ملكوم = الملك العظيمإله العمونيين والفينيقيين الذي ضحى له بعض الإسرائيليين بأطفالهم الرضع في وادي هنوم   (١-أ) وأيضًا مولكاسم آخر لـ mo.lekh ( mah , مولكH4432)
H4447 	הַמֹּלֶכֶת	Hammolecheth	هَمُّولَكَة	امرأة من سبط منسى تعيش في زمن مصر والبرية، مذكورة فقط في ١أخ ٧:​١٨؛ ابنة: ماشير (H4353)؛ أخت جلعاد (H1568H)، ابنة ماكير (H4353I)، بيريش (H6570) وشيرش (H8329)؛ والدة: إيشهود (H0379)، أبيعزر (H0044H) ومحلة (H4244H) § هموليكث = الملكةابنة ماكير وأخت جلعاد
H4450 	מִֽלֲלַי	Milalai	مِلَلاَي	رجل عاش في زمن السبي والعودة، يُذكر فقط في نح ١٢:​٣٦؛ ابن: جوناثان (H3129K)؛ أخو: زكريا (H2148Z)، شمعيا (H8098V)، عزرئيل (H5832J)، جلالاي (H1562)، معي (H4597)، نثنائيل (H5417P)، يهوذا (H3063K) وحناني (H2607K) § ملالاي = فصيحابن يوناثان الكاهن من نسل آساف
H4453 	מֶלְצָר	`steward`	رَئِيسُ السُّقَاة	الوصي، أحد ضباط البلاط أو ملزار - رجل عاش في زمن السبي والعودة، مذكور لأول مرة في دا ١:​١١؛ مترجم أيضًا مضيف؛
H4462 	מְמוּכָן	Memucan	مَمُوكَان	رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في   (١-:​​١٤)§ مموكان = كريمأحد أمراء فارس السبعة في عهد أحشويروش
H4471G	מַמְרֵא	Mamre	مَمْرَا	رجل عاش في زمن الآباء، مذكور فقط في تك ١٤:​١٣؛ أخو: أشكول (H0812) وأنير (H6063) § ممرا = قوةأو سمنة1) أموري تحالف مع أبرام   (٢) بستان بلوط في أرض ممرا في فلسطين حيث سكن إبراهيم   (٣) مكان بالقرب من إبراهيم مكان الدفن، على ما يبدو، هو مدينة الخليل
H4471H	מַמְרֵא	Mamre	مَمْرَا	رجل عاش في زمن الآباء، مذكور فقط في تك ١٤:​١٣؛ أخو: أشكول (H0812) وأنير (H6063) § ممرا = قوةأو سمنة1) أموري تحالف مع أبرام   (٢) بستان بلوط في أرض ممرا في فلسطين حيث سكن إبراهيم   (٣) مكان بالقرب من إبراهيم مكان الدفن، على ما يبدو، هو مدينة الخليل
H4495 	מָנוֹחַ	Manoah	مَنُوح	رجل عاش قبل ملكية إسرائيل، ورد ذكره لأول مرة في قض ١٣:​٢؛ والد: شمشون (H8123) § منوح = راحأحد الدانيين، والد القاضي شمشون وساكن صرعة
H4505 	מְנַחֵם	Menahem	مَنَحِيم	ملك مملكة إسرائيل، الذي عاش في زمن المملكة المنقسمة، ورد ذكره لأول مرة في ٢مل ١٥:​١٤؛ ابن: جادي (هـ   (١٤-٢​​٤)؛ والد: فقحيا (H6494) § منحيم = المعزيابن جادي وملك مملكة إسرائيل الشمالية؛ وقتل الغاصب شلوم ليصعد على العرش ويملك عشر سنوات. المعاصر مع الأنبياء هوشع وعاموس
H4506A	מָנַ֫חַת	Manahath	مَنَاحَة	ينحدر الناس من منوح (؟) ، مذكور فقط في ١أخ ٢:​٥٢ § مناحاث = راحةابن شوبال ومن نسل سعير الحوري
H4506B	מָנַ֫חַת	Manahath	مَنَاحَة	ينحدر الناس من منوح (؟) ، مذكور فقط في ١أخ ٢:​٥٢ § مناحاث = راحةابن شوبال ومن نسل سعير الحوري
H4506G	מָנַ֫חַת	Manahathite	مَنَاحَة	ينحدر الناس من منوح (؟) ، مذكور فقط في ١أخ ٢:​٥٢ § مناحاث = راحةابن شوبال ومن نسل سعير الحوري
H4506H	מָנַ֫חַת	Menuhoth	مَنَاحَة	ينحدر الناس من منوح (؟) ، مذكور فقط في ١أخ ٢:​٥٢ § مناحاث = راحةابن شوبال ومن نسل سعير الحوري
H4507 	מְנִי	Destiny	لسَّعْدِ الأَصْغَر	§ ميني = القدرأو الحظإله القدر الذي عبده اليهود في بابل
H4508 	מִנִּי	Minni	مِنِّي	§ ميني = تقسيممنطقة في أرمينيا
H4509G	מִנְיָמִין	Miniamin	مَنْيَامِين	رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في نح ١٠:​٧؛ ويُدعى أيضًا مينيامين في نح ١٢:​١٧؛ اسم آخر لـ miy.ya.min ( حمص - ميامين H4326I) § منيامين = من اليد اليمنى1) لاوي في زمن حزقيا   (٢) كاهن كان حاضرا في تدشين سور أورشليم في زمن نحميا
H4509H	מִנְיָמִין	Miniamin	مَنْيَامِين	رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في نح ١٠:​٧؛ ويُدعى أيضًا مينيامين في نح ١٢:​١٧؛ اسم آخر لـ miy.ya.min ( حمص - ميامين H4326I) § منيامين = من اليد اليمنى1) لاوي في زمن حزقيا   (٢) كاهن كان حاضرا في تدشين سور أورشليم في زمن نحميا
H4509I	מִנְיָמִין	Miniamin	مَنْيَامِين	رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في نح ١٠:​٧؛ ويُدعى أيضًا مينيامين في نح ١٢:​١٧؛ اسم آخر لـ miy.ya.min ( حمص - ميامين H4326I) § منيامين = من اليد اليمنى1) لاوي في زمن حزقيا   (٢) كاهن كان حاضرا في تدشين سور أورشليم في زمن نحميا
H4511 	מִנִּית	Minnith	 مِنِّيت	§ منيث = التوزيعمكان شرقي الأردن في أراضي العمونيين
H4519G	מְנַשֶּׁה	Manasseh	مَنَسَّى	رجل من سبط لاوي عاش في زمن مصر والبرية، ورد ذكره لأول مرة في خر ٢:​١٠؛ ابن: عمرام (H6019) ويوكابد (H3115)؛ أخو: هارون (H0175) ومريم (H4813)؛ متزوج من صفورة (H6855)؛ والد: جرشوم (H1647) وإليعازر (H0461H)؛ ويسمى أيضًا منسى في قض ١٨:​٣٠ (؟) اسم آخر لموسى ( mah موسىH4872) § منسى = التسبب في النسيان1) الابن الأكبر ليوسف وجد سبط منسى   (١-أ) القبيلة ينحدر من منسى   (١-ب) الأراضي التي يحتلها سبط منسى   (٢) ابن ملك يهوذا حزقيا وهو نفسه ملك يهوذا؛ كان السبب المباشر والمباشر للسبي   (٣) من نسل فحث موآب الذي طلق امرأة غريبة في زمن عزرا   (٤) من نسل حشوم الذي طلق امرأة غريبة في زمن عزرا
H4519H	מְנַשֶּׁה	Manasseh	مَنَسَّى	رجل من سبط لاوي عاش في زمن مصر والبرية، ورد ذكره لأول مرة في خر ٢:​١٠؛ ابن: عمرام (H6019) ويوكابد (H3115)؛ أخو: هارون (H0175) ومريم (H4813)؛ متزوج من صفورة (H6855)؛ والد: جرشوم (H1647) وإليعازر (H0461H)؛ ويسمى أيضًا منسى في قض ١٨:​٣٠ (؟) اسم آخر لموسى ( mah موسىH4872) § منسى = التسبب في النسيان1) الابن الأكبر ليوسف وجد سبط منسى   (١-أ) القبيلة ينحدر من منسى   (١-ب) الأراضي التي يحتلها سبط منسى   (٢) ابن ملك يهوذا حزقيا وهو نفسه ملك يهوذا؛ كان السبب المباشر والمباشر للسبي   (٣) من نسل فحث موآب الذي طلق امرأة غريبة في زمن عزرا   (٤) من نسل حشوم الذي طلق امرأة غريبة في زمن عزرا
H4519I	מְנַשֶּׁה	Manasseh	مَنَسَّى	رجل من سبط لاوي عاش في زمن مصر والبرية، ورد ذكره لأول مرة في خر ٢:​١٠؛ ابن: عمرام (H6019) ويوكابد (H3115)؛ أخو: هارون (H0175) ومريم (H4813)؛ متزوج من صفورة (H6855)؛ والد: جرشوم (H1647) وإليعازر (H0461H)؛ ويسمى أيضًا منسى في قض ١٨:​٣٠ (؟) اسم آخر لموسى ( mah موسىH4872) § منسى = التسبب في النسيان1) الابن الأكبر ليوسف وجد سبط منسى   (١-أ) القبيلة ينحدر من منسى   (١-ب) الأراضي التي يحتلها سبط منسى   (٢) ابن ملك يهوذا حزقيا وهو نفسه ملك يهوذا؛ كان السبب المباشر والمباشر للسبي   (٣) من نسل فحث موآب الذي طلق امرأة غريبة في زمن عزرا   (٤) من نسل حشوم الذي طلق امرأة غريبة في زمن عزرا
H4519J	מְנַשֶּׁה	Manasseh	مَنَسَّى	رجل من سبط لاوي عاش في زمن مصر والبرية، ورد ذكره لأول مرة في خر ٢:​١٠؛ ابن: عمرام (H6019) ويوكابد (H3115)؛ أخو: هارون (H0175) ومريم (H4813)؛ متزوج من صفورة (H6855)؛ والد: جرشوم (H1647) وإليعازر (H0461H)؛ ويسمى أيضًا منسى في قض ١٨:​٣٠ (؟) اسم آخر لموسى ( mah موسىH4872) § منسى = التسبب في النسيان1) الابن الأكبر ليوسف وجد سبط منسى   (١-أ) القبيلة ينحدر من منسى   (١-ب) الأراضي التي يحتلها سبط منسى   (٢) ابن ملك يهوذا حزقيا وهو نفسه ملك يهوذا؛ كان السبب المباشر والمباشر للسبي   (٣) من نسل فحث موآب الذي طلق امرأة غريبة في زمن عزرا   (٤) من نسل حشوم الذي طلق امرأة غريبة في زمن عزرا
H4519K	מְנַשֶּׁה	Moses	مَنَسَّى	رجل من سبط لاوي عاش في زمن مصر والبرية، ورد ذكره لأول مرة في خر ٢:​١٠؛ ابن: عمرام (H6019) ويوكابد (H3115)؛ أخو: هارون (H0175) ومريم (H4813)؛ متزوج من صفورة (H6855)؛ والد: جرشوم (H1647) وإليعازر (H0461H)؛ ويسمى أيضًا منسى في قض ١٨:​٣٠ (؟) اسم آخر لموسى ( mah موسىH4872) § منسى = التسبب في النسيان1) الابن الأكبر ليوسف وجد سبط منسى   (١-أ) القبيلة ينحدر من منسى   (١-ب) الأراضي التي يحتلها سبط منسى   (٢) ابن ملك يهوذا حزقيا وهو نفسه ملك يهوذا؛ كان السبب المباشر والمباشر للسبي   (٣) من نسل فحث موآب الذي طلق امرأة غريبة في زمن عزرا   (٤) من نسل حشوم الذي طلق امرأة غريبة في زمن عزرا
H4532 	מַסָּה	Massah	مَسَّة	§ ماسا = تجربةالمكان في البرية حيث اختبر الإسرائيليون يهوه أيضًا مريبة
H4558 	מִסְפָּר	Mispar	مِسْفَار	رجل عاش في زمن السبي والعودة، مذكور لأول مرة في عز ٢:​٢؛ ويُدعى أيضًا مسبيريث في نح ٧:​٧؛ يُسمى أيضًا: Mis.pe.ret (Mispereth MisperethH4559) § Mispar = رقم1) أحد الذين عادوا من المنفى مع زربابل   (١-أ) أيضًا Mispereth
H4559 	מִסְפֶּרֶת	Mispereth	مِسْفَارَث	رجل عاش في زمن السبي والعودة، مذكور لأول مرة في عز ٢:​٢؛ ويُدعى أيضًا مسبيريث في نح ٧:​٧؛ اسم آخر لـmis.par ( ُّمَسْبِرْ MisparH4558) § Mispereth = رقم1) أحد الذين عادوا من المنفى مع زربابل   (١-أ) أيضًا Mispar
H4572 	מַעֲדַי	Maadai	مَعَدَاي	رجل عاش في زمن السبي والعودة، مذكور فقط في عز ١٠:​٣٤ § المعادي = زينة الربمنفي أبناء باني الذين طلقوا زوجة أجنبية في زمن عزرا
H4573 	מַעֲדְיָה	Maadiah	مَعَدْيَا	رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في نح ١٠:​٨؛ وتسمى أيضًا معديا في نح ١٢:​٥؛ معديا في نح ١٢:​١٧؛ اسم آخر لـ ma.az.yah ( , , , maadiah = مزين جاه أحد الكهنة الذين عادوا من المنفى مع زربابل
H4582 	מָעוֹךְ	Maoch	مَعُوك	رجل عاش في زمن المملكة المتحدة، ورد ذكره لأول مرة في ١صم ٢٧:​٢؛ والد: أخيش (H0397)؛ وتسمى أيضًا معكة (طبعة الملك جيمس: معكة؛ العهد الجديد: معكة) في 1مل 2:39؛ يُسمى أيضًا: ma.a.khah ( مَعكة معكةH4601Q) § معوخ = الظلموالد الملك أخيش ملك جت الذي لجأ إليه داود
H4584G	מָעוֹן	Maon	مَعُون	رجل من سبط يهوذا عاش في زمن المملكة المنقسمة، ورد ذكره لأول مرة في ١أخ ٢:​٤٥؛ ابن: الشماي (H8060H) § ماعون أو ماونيون = مسكن1) رجل من يهوذا   (٢) سكان مدينة معون   (٣) مدينة يهوذا تقع على بعد   (٨)أميال جنوب الخليل
H4584H	מָעוֹן	Maon	مَعُون	رجل من سبط يهوذا عاش في زمن المملكة المنقسمة، ورد ذكره لأول مرة في ١أخ ٢:​٤٥؛ ابن: الشماي (H8060H) § ماعون أو ماونيون = مسكن1) رجل من يهوذا   (٢) سكان مدينة معون   (٣) مدينة يهوذا تقع على بعد   (٨)أميال جنوب الخليل
H4586G	מְעוּנִים	Meunite	مَعُونِيم	ينحدر الناس من مهون (؟)، المذكور لأول مرة في عز ٢:​٥٠ § مهونيم أو معونيم = مساكن1) شعب عاش جنوب كنعان   (٢) مجموعة من المنفيين العائدين، ربما من نسل 1
H4586H	מְעוּנִים	Meunim	مَعُونِيم	ينحدر الناس من مهون (؟)، المذكور لأول مرة في عز ٢:​٥٠ § مهونيم أو معونيم = مساكن1) شعب عاش جنوب كنعان   (٢) مجموعة من المنفيين العائدين، ربما من نسل 1
H4587 	מְעוֹנֹתַי	Meonothai	مَعُونُوثَاي	رجل من سبط يهوذا عاش قبل مملكة إسرائيل، ورد ذكره فقط في ١أخ ٤:​١٤؛ ابن: عثنيئيل (H6274)(؟) وزوجته عكسة (H5915)؛ أخو: ححت (H2867)(؟); والد: عفرة (H6084I) § معونوثاي = مساكنيابن عثنيئيل الأخ الأصغر لكالب
H4590G	מַעַזְיָהוּ	Maaziah	مَعَزْيَا	رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في نح ١٠:​٨؛ وتسمى أيضًا معديا في نح ١٢:​٥؛ معديا في نح ١٢:​١٧؛ § معزيا = تعزية الرب1) كاهن مسؤول عن الدورة الرابعة والعشرين في زمن داود   (٢) كاهن وقع العهد مع نحميا
H4590H	מַעַזְיָהוּ	Maaziah	مَعَزْيَا	رجل عاش في زمن السبي والعودة، ورد ذكره لأول مرة في نح ١٠:​٨؛ وتسمى أيضًا معديا في نح ١٢:​٥؛ معديا في نح ١٢:​١٧؛ § معزيا = تعزية الرب1) كاهن مسؤول عن الدورة الرابعة والعشرين في زمن داود   (٢) كاهن وقع العهد مع نحميا
H4597 	מָעַי	Maai	مَاعَاي	رجل عاش في زمن السبي والعودة، يُذكر فقط في نح ١٢:​٣٦؛ ابن: جوناثان (H3129K)؛ أخو: زكريا (H2148Z)، شمعيا (H8098V)، عزرئيل (H5832J)، ملالاي (H4450)، جيلالاي (H1562)، نثنائيل (H5417P)، يهوذا (H3063K) وحناني (H2607K) § ماي = الرحيمواحد من أبناء آساف الذين شاركوا في الخدمة الموسيقية عند تدشين سور أورشليم
H4601G	מַעֲכָה	Maacah	مَعْكَة	امرأة من سبط يهوذا تعيش في زمن المملكة المنقسمة، مذكورة فقط في ١أخ ٢:​٤٨؛ متزوج من كالب (H3612H)؛ والدة: شبر (H7669)، ترحنة (H8647)، شاعف (H8174Gـ)، شيفا (H7724) § معكة = الظلمسرية كالب بن حصرون
H4601H	מַעֲכָה	(Aram)-maacah	مَعْكَة	امرأة من سبط يهوذا تعيش في زمن المملكة المنقسمة، مذكورة فقط في ١أخ ٢:​٤٨؛ متزوج من كالب (H3612H)؛ والدة: شبر (H7669)، ترحنة (H8647)، شاعف (H8174Gـ)، شيفا (H7724) § معكة = الظلمسرية كالب بن حصرون
H4601I	מַעֲכָה	Maacah	مَعْكَة	امرأة من سبط منسى تعيش في زمن مصر والبرية، مذكورة لأول مرة في ١أخ ٧:​١٥؛ ابنة: عير (H5893G)؛ أخت: شوبيم (H8206G) وهبيم (H2650G)؛ متزوج من ماشير (H4353G)؛ والدة: بيريش (H6570)، شيرش (H8329) § معكة = ظلمزوجة ماكير من سبط منسى
H4601K	מַעֲכָה	Maacah	مَعْكَة	امرأة من سبط يهوذا تعيش في زمن المملكة المنقسمة، مذكورة فقط في ١أخ ٢:​٤٨؛ متزوج من كالب (H3612H)؛ والدة: شبر (H7669)، ترحنة (H8647)، شاعف (H8174Gـ)، شيفا (H7724) § معكة = الظلمسرية كالب بن حصرون
H4601L	מַעֲכָה	Maacah	مَعْكَة	امرأة من سبط منسى تعيش في زمن مصر والبرية، مذكورة لأول مرة في ١أخ ٧:​١٥؛ ابنة: عير (H5893G)؛ أخت: شوبيم (H8206G) وهبيم (H2650G)؛ متزوج من ماشير (H4353G)؛ والدة: بيريش (H6570)، شيرش (H8329) § معكة = ظلمزوجة ماكير من سبط منسى
H4601M	מַעֲכָה	Maacah	مَعْكَة	امرأة من سبط يهوذا تعيش في زمن المملكة المنقسمة، مذكورة فقط في ١أخ ٢:​٤٨؛ متزوج من كالب (H3612H)؛ والدة: شبر (H7669)، ترحنة (H8647)، شاعف (H8174Gـ)، شيفا (H7724) § معكة = الظلمسرية كالب بن حصرون
H4601N	מַעֲכָה	Maacah	مَعْكَة	امرأة من سبط يهوذا تعيش في زمن المملكة المنقسمة، مذكورة فقط في ١أخ ٢:​٤٨؛ متزوج من كالب (H3612H)؛ والدة: شبر (H7669)، ترحنة (H8647)، شاعف (H8174Gـ)، شيفا (H7724) § معكة = الظلمسرية كالب بن حصرون
H4601O	מַעֲכָה	Maacah	مَعْكَة	امرأة من سبط يهوذا تعيش في زمن المملكة المنقسمة، مذكورة فقط في ١أخ ٢:​٤٨؛ متزوج من كالب (H3612H)؛ والدة: شبر (H7669)، ترحنة (H8647)، شاعف (H8174Gـ)، شيفا (H7724) § معكة = الظلمسرية كالب بن حصرون
H4601P	מַעֲכָה	Maacah	مَعْكَة	امرأة من سبط يهوذا تعيش في زمن المملكة المنقسمة، مذكورة فقط في ١أخ ٢:​٤٨؛ متزوج من كالب (H3612H)؛ والدة: شبر (H7669)، ترحنة (H8647)، شاعف (H8174Gـ)، شيفا (H7724) § معكة = الظلمسرية كالب بن حصرون
H4601Q	מַעֲכָה	Maacah	مَعْكَة	امرأة من سبط يهوذا تعيش في زمن المملكة المنقسمة، مذكورة فقط في ١أخ ٢:​٤٨؛ متزوج من كالب (H3612H)؛ والدة: شبر (H7669)، ترحنة (H8647)، شاعف (H8174Gـ)، شيفا (H7724) § معكة = الظلمسرية كالب بن حصرون
H4601R	מַעֲכָה	Maacah	مَعْكَة	امرأة من سبط يهوذا تعيش في زمن المملكة المنقسمة، مذكورة فقط في ١أخ ٢:​٤٨؛ متزوج من كالب (H3612H)؛ والدة: شبر (H7669)، ترحنة (H8647)، شاعف (H8174Gـ)، شيفا (H7724) § معكة = الظلمسرية كالب بن حصرون
